track_id,race_date,race_number,program_number,weight_carried,jockey,odds,position_at_finish
AQU,2/7/2019,1,1,122,Eric Cancel,210,1
AQU,2/7/2019,1,2,122,Rajiv Maragh,320,4
AQU,2/7/2019,1,3,122,Dylan Davis,400,3
AQU,2/7/2019,1,4,122,Manuel Franco,200,2
AQU,2/7/2019,1,5,120,Tzeonn Chang,5200,6
AQU,2/7/2019,1,6,115,Reylu Gutierrez,1070,5
AQU,2/7/2019,2,1,111,Heman K. Harkie,1540,7
AQU,2/7/2019,2,3,121,Hector Rafael Diaz Jr.,1920,3
AQU,2/7/2019,2,4,121,Andre Shivnarine Worrie,1670,2
AQU,2/7/2019,2,5,121,Ruben Silvera,4075,5
AQU,2/7/2019,2,6,121,Carlos J. Hernandez,1980,4
AQU,2/7/2019,2,7,121,Tzeonn Chang,4275,6
AQU,2/7/2019,2,8,121,Jose Lezcano,5,1
AQU,2/7/2019,3,1,114,Benjamin Hernandez,2290,3
AQU,2/7/2019,3,3,121,Harry Hernandez,2050,6
AQU,2/7/2019,3,4,121,Manuel Franco,470,2
AQU,2/7/2019,3,5,111,Heman K. Harkie,8300,5
AQU,2/7/2019,3,6,121,Jose Lezcano,40,1
AQU,2/7/2019,3,7,121,Junior Alvarado,610,4
AQU,2/7/2019,3,8,114,Joey R. Martinez,1260,7
AQU,2/7/2019,4,1,122,Harry Hernandez,530,4
AQU,2/7/2019,4,2,113,Joey R. Martinez,1240,6
AQU,2/7/2019,4,3,115,Reylu Gutierrez,200,2
AQU,2/7/2019,4,5,120,Jose Lezcano,480,7
AQU,2/7/2019,4,6,122,Eric Cancel,2575,1
AQU,2/7/2019,4,7,122,Hector Rafael Diaz Jr.,330,5
AQU,2/7/2019,4,8,120,Carlos J. Hernandez,420,3
AQU,2/7/2019,5,1,120,Eric Cancel,145,4
AQU,2/7/2019,5,2,120,Jose Lezcano,295,1
AQU,2/7/2019,5,3,120,Dylan Davis,500,2
AQU,2/7/2019,5,5,120,Manuel Franco,235,5
AQU,2/7/2019,5,7,120,Michael J. Luzzi,1230,3
AQU,2/7/2019,6,10,122,Junior Alvarado,275,6
AQU,2/7/2019,6,2,120,Manuel Franco,80,2
AQU,2/7/2019,6,3,117,Reylu Gutierrez,1220,4
AQU,2/7/2019,6,4,120,Dylan Davis,730,1
AQU,2/7/2019,6,5,120,Eric Cancel,1130,3
AQU,2/7/2019,6,6,120,Hector Rafael Diaz Jr.,1080,5
AQU,2/7/2019,6,7,120,Dalton Brown,7575,7
AQU,2/7/2019,7,1,122,Manuel Franco,1250,4
AQU,2/7/2019,7,2,124,Luis R. Reyes,1680,6
AQU,2/7/2019,7,4,124,Jose Lezcano,295,2
AQU,2/7/2019,7,5,124,Junior Alvarado,260,3
AQU,2/7/2019,7,6,120,Dylan Davis,115,1
AQU,2/7/2019,7,7,124,Rafael Manuel Hernandez,1290,5
AQU,2/7/2019,8,1,119,Carlos J. Hernandez,2170,9
AQU,2/7/2019,8,2,123,Andre Shivnarine Worrie,1730,8
AQU,2/7/2019,8,3,119,Junior Alvarado,315,7
AQU,2/7/2019,8,4,119,Manuel Franco,720,2
AQU,2/7/2019,8,5,119,Jose Lezcano,730,6
AQU,2/7/2019,8,6,116,Reylu Gutierrez,1410,4
AQU,2/7/2019,8,7,119,Dalton Brown,6925,3
AQU,2/7/2019,8,8,112,Benjamin Hernandez,1980,5
AQU,2/7/2019,8,9,123,Dylan Davis,105,1
AQU,2/8/2019,1,1,115,Reylu Gutierrez,60,1
AQU,2/8/2019,1,2,120,Luis A. Rodriguez Castro,295,2
AQU,2/8/2019,1,3,113,Benjamin Hernandez,4025,3
AQU,2/8/2019,1,4,120,Carlos J. Hernandez,295,4
AQU,2/8/2019,1,5,120,Michael J. Luzzi,2220,5
AQU,2/8/2019,2,1,120,Eric Cancel,230,2
AQU,2/8/2019,2,2,115,Reylu Gutierrez,3575,4
AQU,2/8/2019,2,3,122,Dylan Davis,305,3
AQU,2/8/2019,2,4,120,Junior Alvarado,470,5
AQU,2/8/2019,2,5,122,Manuel Franco,120,1
AQU,2/8/2019,3,1,119,Ruben Silvera,640,5
AQU,2/8/2019,3,2,112,Joey R. Martinez,470,2
AQU,2/8/2019,3,3,112,Benjamin Hernandez,210,1
AQU,2/8/2019,3,4,121,Dylan Davis,175,4
AQU,2/8/2019,3,6,119,Eric Cancel,395,3
AQU,2/8/2019,4,1,120,Rajiv Maragh,520,5
AQU,2/8/2019,4,1A ,120,Junior Alvarado,520,6
AQU,2/8/2019,4,3,120,Eric Cancel,550,2
AQU,2/8/2019,4,4,120,Luis A. Rodriguez Castro,155,1
AQU,2/8/2019,4,5,118,Manuel Franco,1270,7
AQU,2/8/2019,4,6,113,Benjamin Hernandez,580,4
AQU,2/8/2019,4,7,114,Reylu Gutierrez,260,3
AQU,2/8/2019,5,1,120,Jose Lezcano,2550,5
AQU,2/8/2019,5,2,120,Rajiv Maragh,1120,4
AQU,2/8/2019,5,3,120,Hector Rafael Diaz Jr.,4625,6
AQU,2/8/2019,5,4,120,Junior Alvarado,570,3
AQU,2/8/2019,5,5,120,Eric Cancel,395,2
AQU,2/8/2019,5,6,120,Dylan Davis,710,7
AQU,2/8/2019,5,7,120,Christopher P. DeCarlo,1910,8
AQU,2/8/2019,5,9,120,Manuel Franco,85,1
AQU,2/8/2019,6,1,122,Junior Alvarado,125,1
AQU,2/8/2019,6,2,120,Dylan Davis,490,4
AQU,2/8/2019,6,3,117,Reylu Gutierrez,1840,6
AQU,2/8/2019,6,4,120,Eric Cancel,4250,7
AQU,2/8/2019,6,5,122,Manuel Franco,240,5
AQU,2/8/2019,6,6,122,Luis A. Rodriguez Castro,1510,2
AQU,2/8/2019,6,7,122,Luis R. Reyes,570,3
AQU,2/8/2019,7,1,121,Manuel Franco,345,3
AQU,2/8/2019,7,2,118,Reylu Gutierrez,280,2
AQU,2/8/2019,7,3,123,Andre Shivnarine Worrie,150,1
AQU,2/8/2019,7,4,121,Jose Lezcano,1410,4
AQU,2/8/2019,7,5,123,Dylan Davis,430,5
AQU,2/8/2019,7,6,121,Rajiv Maragh,1600,6
AQU,2/8/2019,8,1,120,Harry Hernandez,140,5
AQU,2/8/2019,8,1A ,115,Reylu Gutierrez,140,2
AQU,2/8/2019,8,3,120,Hector Rafael Diaz Jr.,600,7
AQU,2/8/2019,8,4,113,Benjamin Hernandez,3200,9
AQU,2/8/2019,8,5,113,Joey R. Martinez,710,3
AQU,2/8/2019,8,6,120,Carlos J. Hernandez,2000,8
AQU,2/8/2019,8,7,120,Luis R. Reyes,3800,4
AQU,2/8/2019,8,8,120,Eric Cancel,1100,6
AQU,2/8/2019,8,9,120,Dylan Davis,205,1
AQU,2/9/2019,1,1,122,Jose Lezcano,360,3
AQU,2/9/2019,1,2,115,Benjamin Hernandez,1640,4
AQU,2/9/2019,1,3,122,Manuel Franco,140,1
AQU,2/9/2019,1,4,122,Junior Alvarado,95,2
AQU,2/9/2019,2,1,114,Benjamin Hernandez,360,3
AQU,2/9/2019,2,2,121,Dylan Davis,1620,2
AQU,2/9/2019,2,3,118,Joey R. Martinez,335,4
AQU,2/9/2019,2,4,118,Reylu Gutierrez,440,1
AQU,2/9/2019,2,5,123,Harry Hernandez,1570,6
AQU,2/9/2019,2,6,121,Manuel Franco,125,5
AQU,2/9/2019,3,1,116,Reylu Gutierrez,460,1
AQU,2/9/2019,3,2,123,Luis R. Reyes,205,3
AQU,2/9/2019,3,3,114,Benjamin Hernandez,1220,2
AQU,2/9/2019,3,4,121,Dylan Davis,180,6
AQU,2/9/2019,3,5,121,Manuel Franco,385,4
AQU,2/9/2019,3,6,121,Joel Sone,1720,5
AQU,2/9/2019,4,1,123,Hector Rafael Diaz Jr.,2320,8
AQU,2/9/2019,4,2,123,Luis R. Reyes,510,7
AQU,2/9/2019,4,3,118,Reylu Gutierrez,280,1
AQU,2/9/2019,4,4,116,Benjamin Hernandez,120,5
AQU,2/9/2019,4,5,113,Heman K. Harkie,7525,9
AQU,2/9/2019,4,6,123,Carlos J. Hernandez,2725,2
AQU,2/9/2019,4,7,123,Samuel Camacho Jr.,650,3
AQU,2/9/2019,4,8,123,Dalton Brown,1450,4
AQU,2/9/2019,4,9,116,Joey R. Martinez,3600,6
AQU,2/9/2019,5,1,122,Jose Lezcano,210,1
AQU,2/9/2019,5,2,122,Rajiv Maragh,830,4
AQU,2/9/2019,5,3,122,Dylan Davis,550,3
AQU,2/9/2019,5,4,122,Junior Alvarado,720,6
AQU,2/9/2019,5,5,124,Manuel Franco,265,2
AQU,2/9/2019,5,6,119,Reylu Gutierrez,360,5
AQU,2/9/2019,6,1,122,Eric Cancel,195,1
AQU,2/9/2019,6,10,117,Reylu Gutierrez,215,7
AQU,2/9/2019,6,2,122,Manuel Franco,790,3
AQU,2/9/2019,6,3,122,Dylan Davis,530,2
AQU,2/9/2019,6,4,122,Carlos J. Hernandez,3350,10
AQU,2/9/2019,6,5,122,Hector Rafael Diaz Jr.,5950,5
AQU,2/9/2019,6,6,115,Benjamin Hernandez,1920,6
AQU,2/9/2019,6,7,122,Rajiv Maragh,1850,4
AQU,2/9/2019,6,8,122,Harry Hernandez,9725,8
AQU,2/9/2019,6,9,122,Luis R. Reyes,770,9
AQU,2/9/2019,7,1,115,Benjamin Hernandez,2525,3
AQU,2/9/2019,7,2,117,Reylu Gutierrez,275,4
AQU,2/9/2019,7,3,122,Michael J. Luzzi,6225,6
AQU,2/9/2019,7,4,124,Jose Lezcano,1700,7
AQU,2/9/2019,7,5,122,Manuel Franco,60,1
AQU,2/9/2019,7,6,124,Luis A. Rodriguez Castro,1840,2
AQU,2/9/2019,7,7,124,Dylan Davis,530,5
AQU,2/9/2019,8,1,122,Luis A. Rodriguez Castro,1400,6
AQU,2/9/2019,8,2,120,Christopher P. DeCarlo,1830,2
AQU,2/9/2019,8,3,120,Rajiv Maragh,230,1
AQU,2/9/2019,8,4,120,Manuel Franco,110,3
AQU,2/9/2019,8,5,122,Jose Lezcano,1460,5
AQU,2/9/2019,8,6,120,Dylan Davis,1380,4
AQU,2/9/2019,8,7,120,Junior Alvarado,500,7
AQU,2/9/2019,9,1,115,Benjamin Hernandez,4350,6
AQU,2/9/2019,9,10,122,Rajiv Maragh,580,5
AQU,2/9/2019,9,3,122,Joel Sone,4850,7
AQU,2/9/2019,9,4,122,Michael J. Luzzi,420,1
AQU,2/9/2019,9,5,122,Eric Cancel,2240,8
AQU,2/9/2019,9,6,122,Carlos J. Hernandez,8775,3
AQU,2/9/2019,9,8,117,Reylu Gutierrez,320,1
AQU,2/9/2019,9,9,122,Manuel Franco,90,4
AQU,2/10/2019,1,1,123,Samuel Jimenez,7700,5
AQU,2/10/2019,1,2,116,Cristina Bonilla,4800,6
AQU,2/10/2019,1,3,123,Carlos J. Hernandez,570,4
AQU,2/10/2019,1,4,113,Heman K. Harkie,6050,7
AQU,2/10/2019,1,5,123,Manuel Franco,50,1
AQU,2/10/2019,1,6,123,Dylan Davis,230,2
AQU,2/10/2019,1,7,123,Dalton Brown,2260,3
AQU,2/10/2019,2,1,122,Rajiv Maragh,225,5
AQU,2/10/2019,2,2,117,Reylu Gutierrez,275,4
AQU,2/10/2019,2,3,117,Benjamin Hernandez,490,1
AQU,2/10/2019,2,4,124,Luis R. Reyes,185,3
AQU,2/10/2019,2,5,124,Manuel Franco,860,2
AQU,2/10/2019,3,1,122,Ruben Silvera,1030,6
AQU,2/10/2019,3,2,122,Manuel Franco,155,2
AQU,2/10/2019,3,4,122,Eric Cancel,570,1
AQU,2/10/2019,3,5,122,Luis R. Reyes,170,3
AQU,2/10/2019,3,6,122,Jose Lezcano,430,4
AQU,2/10/2019,3,7,122,Dalton Brown,6175,5
AQU,2/10/2019,4,1,123,Jose Lezcano,410,2
AQU,2/10/2019,4,2,121,Manuel Franco,1420,4
AQU,2/10/2019,4,3,121,Samuel Jimenez,3225,5
AQU,2/10/2019,4,4,123,Junior Alvarado,30,1
AQU,2/10/2019,4,5,123,Rajiv Maragh,650,3
AQU,2/10/2019,5,2,121,Dylan Davis,60,1
AQU,2/10/2019,5,3,123,Ruben Silvera,280,4
AQU,2/10/2019,5,4,118,Reylu Gutierrez,1750,6
AQU,2/10/2019,5,5,116,Joey R. Martinez,860,3
AQU,2/10/2019,5,6,123,Dalton Brown,2650,5
AQU,2/10/2019,5,7,116,Benjamin Hernandez,680,2
AQU,2/10/2019,6,1,121,Junior Alvarado,730,4
AQU,2/10/2019,6,2,118,Reylu Gutierrez,285,2
AQU,2/10/2019,6,3,121,Manuel Franco,230,1
AQU,2/10/2019,6,4,121,Carlos J. Hernandez,770,6
AQU,2/10/2019,6,5,125,Michael J. Luzzi,200,3
AQU,2/10/2019,6,6,121,Silvestre Gonzalez,1350,5
AQU,2/10/2019,7,1,126,Manuel Franco,60,1
AQU,2/10/2019,7,2,124,Hector Rafael Diaz Jr.,1430,3
AQU,2/10/2019,7,3,117,Reylu Gutierrez,1740,5
AQU,2/10/2019,7,4,122,Rajiv Maragh,275,2
AQU,2/10/2019,7,5,122,Silvestre Gonzalez,430,4
AQU,2/10/2019,8,1,126,Hector Rafael Diaz Jr.,970,1
AQU,2/10/2019,8,3,124,Manuel Franco,235,2
AQU,2/10/2019,8,5,126,Jose Lezcano,380,3
AQU,2/10/2019,8,6,126,Ruben Silvera,4250,6
AQU,2/10/2019,8,7,120,Eric Cancel,290,5
AQU,2/10/2019,8,8,120,Reylu Gutierrez,215,4
AQU,2/15/2019,1,1,116,Reylu Gutierrez,115,1
AQU,2/15/2019,1,2,121,Eric Cancel,440,2
AQU,2/15/2019,1,4,114,Benjamin Hernandez,870,3
AQU,2/15/2019,1,5,121,Manuel Franco,240,5
AQU,2/15/2019,1,6,121,Dylan Davis,550,4
AQU,2/15/2019,2,1,121,Manuel Franco,210,4
AQU,2/15/2019,2,2,121,Samuel Jimenez,4725,2
AQU,2/15/2019,2,3,114,Benjamin Hernandez,370,7
AQU,2/15/2019,2,4,121,Carlos J. Hernandez,6250,5
AQU,2/15/2019,2,5,121,Junior Alvarado,90,1
AQU,2/15/2019,2,6,116,Reylu Gutierrez,8500,6
AQU,2/15/2019,2,7,121,Samuel Camacho Jr.,1040,3
AQU,2/15/2019,3,1,121,Junior Alvarado,385,1
AQU,2/15/2019,3,2,120,Rajiv Maragh,130,4
AQU,2/15/2019,3,3,119,Luis R. Reyes,1490,5
AQU,2/15/2019,3,4,116,Reylu Gutierrez,345,3
AQU,2/15/2019,3,5,121,Manuel Franco,275,2
AQU,2/15/2019,4,1,120,Luis R. Reyes,490,5
AQU,2/15/2019,4,2,115,Reylu Gutierrez,270,1
AQU,2/15/2019,4,3,113,Benjamin Hernandez,660,4
AQU,2/15/2019,4,4,120,Dylan Davis,135,3
AQU,2/15/2019,4,5,120,Christopher P. DeCarlo,3875,7
AQU,2/15/2019,4,6,120,Luis A. Rodriguez Castro,870,2
AQU,2/15/2019,4,7,120,Samuel Camacho Jr.,1260,6
AQU,2/15/2019,5,1,120,Dalton Brown,9650,7
AQU,2/15/2019,5,2,120,Harry Hernandez,3900,3
AQU,2/15/2019,5,3,122,Andre Shivnarine Worrie,660,8
AQU,2/15/2019,5,4,120,Jose Lezcano,580,5
AQU,2/15/2019,5,5,120,Dylan Davis,230,6
AQU,2/15/2019,5,6,122,Jorge M. Perez,3350,4
AQU,2/15/2019,5,7,122,Junior Alvarado,950,1
AQU,2/15/2019,5,8,120,Manuel Franco,120,2
AQU,2/15/2019,6,1,119,Dalton Brown,7775,6
AQU,2/15/2019,6,2,119,Samuel Camacho Jr.,2080,4
AQU,2/15/2019,6,3,121,Harry Hernandez,65,1
AQU,2/15/2019,6,4,121,Hector Rafael Diaz Jr.,1420,5
AQU,2/15/2019,6,6,119,Luis R. Reyes,1680,3
AQU,2/15/2019,6,7,121,Manuel Franco,140,2
AQU,2/15/2019,7,1,119,Hector Rafael Diaz Jr.,6125,6
AQU,2/15/2019,7,2,123,Manuel Franco,490,5
AQU,2/15/2019,7,3,119,Dylan Davis,610,3
AQU,2/15/2019,7,4,119,Eric Cancel,260,1
AQU,2/15/2019,7,5,121,Junior Alvarado,150,2
AQU,2/15/2019,7,6,118,Reylu Gutierrez,400,4
AQU,2/15/2019,8,1,122,Dylan Davis,490,3
AQU,2/15/2019,8,2,113,Benjamin Hernandez,1500,5
AQU,2/15/2019,8,3,115,Joey R. Martinez,6600,6
AQU,2/15/2019,8,5,122,Harry Hernandez,2925,7
AQU,2/15/2019,8,6,120,Junior Alvarado,320,1
AQU,2/15/2019,8,7,115,Reylu Gutierrez,100,2
AQU,2/15/2019,8,8,120,Samuel Camacho Jr.,5025,8
AQU,2/15/2019,8,9,122,Manuel Franco,520,4
AQU,2/16/2019,1,1,125,Samuel Jimenez,295,4
AQU,2/16/2019,1,2,125,Hector Rafael Diaz Jr.,2625,3
AQU,2/16/2019,1,3,125,Grant Whitacre,115,1
AQU,2/16/2019,1,4,125,Rajiv Maragh,1180,6
AQU,2/16/2019,1,5,125,Eric Cancel,240,2
AQU,2/16/2019,1,6,120,Reylu Gutierrez,1260,5
AQU,2/16/2019,2,1,121,Eric Cancel,100,1
AQU,2/16/2019,2,2,121,Jose Lezcano,330,5
AQU,2/16/2019,2,3,119,Samuel Camacho Jr.,1720,2
AQU,2/16/2019,2,4,116,Reylu Gutierrez,365,3
AQU,2/16/2019,2,5,121,Rajiv Maragh,395,4
AQU,2/16/2019,3,1,118,Luis R. Reyes,235,1
AQU,2/16/2019,3,2,118,Dylan Davis,170,4
AQU,2/16/2019,3,3,118,Harry Hernandez,1820,2
AQU,2/16/2019,3,4,118,Hector Rafael Diaz Jr.,630,5
AQU,2/16/2019,3,5,118,Michael J. Luzzi,1250,3
AQU,2/16/2019,3,6,113,Reylu Gutierrez,275,6
AQU,2/16/2019,4,1,120,Jose Lezcano,225,1
AQU,2/16/2019,4,2,113,Joey R. Martinez,1750,7
AQU,2/16/2019,4,3,120,Carlos J. Hernandez,1040,8
AQU,2/16/2019,4,4,120,Rajiv Maragh,4675,6
AQU,2/16/2019,4,5,113,Benjamin Hernandez,530,5
AQU,2/16/2019,4,6,120,Dylan Davis,830,4
AQU,2/16/2019,4,7,120,Eric Cancel,850,3
AQU,2/16/2019,4,8,115,Reylu Gutierrez,180,2
AQU,2/16/2019,5,1,114,Reylu Gutierrez,420,2
AQU,2/16/2019,5,2,113,Joey R. Martinez,1110,1
AQU,2/16/2019,5,3,121,Hector Rafael Diaz Jr.,40,3
AQU,2/16/2019,5,4,119,Talbert Howell,4625,7
AQU,2/16/2019,5,5,119,Rajiv Maragh,760,4
AQU,2/16/2019,5,6,119,Andre Shivnarine Worrie,1890,5
AQU,2/16/2019,5,7,119,Carlos J. Hernandez,5300,6
AQU,2/16/2019,6,1,122,Andre Shivnarine Worrie,3625,10
AQU,2/16/2019,6,10,122,Eric Cancel,1320,6
AQU,2/16/2019,6,11,120,Rajiv Maragh,850,1
AQU,2/16/2019,6,12,120,Luis R. Reyes,240,8
AQU,2/16/2019,6,2,120,Dylan Davis,265,9
AQU,2/16/2019,6,3,122,Hector Rafael Diaz Jr.,8450,12
AQU,2/16/2019,6,4,117,Reylu Gutierrez,2170,11
AQU,2/16/2019,6,5,120,Harry Hernandez,780,2
AQU,2/16/2019,6,6,113,Benjamin Hernandez,1700,3
AQU,2/16/2019,6,7,122,Samuel Camacho Jr.,7975,7
AQU,2/16/2019,6,8,120,Carlos J. Hernandez,580,4
AQU,2/16/2019,6,9,113,Joey R. Martinez,2200,5
AQU,2/16/2019,7,1,121,Eric Cancel,550,1
AQU,2/16/2019,7,2,121,Rajiv Maragh,275,2
AQU,2/16/2019,7,3,121,Dylan Davis,610,3
AQU,2/16/2019,7,4,121,Jose Lezcano,560,6
AQU,2/16/2019,7,5,116,Reylu Gutierrez,245,4
AQU,2/16/2019,7,6,123,Luis R. Reyes,410,5
AQU,2/16/2019,8,1,118,Sheldon Russell,1500,3
AQU,2/16/2019,8,2,118,Rajiv Maragh,90,2
AQU,2/16/2019,8,3,124,Jose Lezcano,470,1
AQU,2/16/2019,8,4,124,Michael J. Luzzi,1950,7
AQU,2/16/2019,8,5,118,Reylu Gutierrez,1830,4
AQU,2/16/2019,8,6,120,Christopher P. DeCarlo,560,6
AQU,2/16/2019,8,7,122,Dylan Davis,490,5
AQU,2/16/2019,8,8,118,Hector Rafael Diaz Jr.,6675,8
AQU,2/16/2019,9,1,120,Harry Hernandez,1620,2
AQU,2/16/2019,9,10,120,Carlos J. Hernandez,2280,8
AQU,2/16/2019,9,11,120,Michael J. Luzzi,4575,3
AQU,2/16/2019,9,2,120,Eric Cancel,720,10
AQU,2/16/2019,9,3,120,Andre Shivnarine Worrie,1730,7
AQU,2/16/2019,9,4,120,Dylan Davis,245,1
AQU,2/16/2019,9,5,120,Christopher P. DeCarlo,980,4
AQU,2/16/2019,9,6,120,Luis R. Reyes,450,6
AQU,2/16/2019,9,7,120,Samuel Camacho Jr.,8825,11
AQU,2/16/2019,9,8,120,Jose Lezcano,345,9
AQU,2/16/2019,9,9,120,Hector Rafael Diaz Jr.,890,5
AQU,2/17/2019,1,1,116,Benjamin Hernandez,3250,5
AQU,2/17/2019,1,2,118,Reylu Gutierrez,45,3
AQU,2/17/2019,1,3,123,Manuel Franco,1610,2
AQU,2/17/2019,1,4,123,Junior Alvarado,245,4
AQU,2/17/2019,1,5,123,Dylan Davis,660,1
AQU,2/17/2019,2,1,120,Eric Cancel,690,4
AQU,2/17/2019,2,2,120,Hector Rafael Diaz Jr.,200,1
AQU,2/17/2019,2,3,120,Junior Alvarado,340,5
AQU,2/17/2019,2,4,120,Dylan Davis,690,6
AQU,2/17/2019,2,6,116,Reylu Gutierrez,1690,2
AQU,2/17/2019,2,7,120,Manuel Franco,205,3
AQU,2/17/2019,3,1,121,Junior Alvarado,490,1
AQU,2/17/2019,3,2,123,Manuel Franco,60,2
AQU,2/17/2019,3,3,123,Dylan Davis,890,6
AQU,2/17/2019,3,4,116,Reylu Gutierrez,750,5
AQU,2/17/2019,3,5,116,Joey R. Martinez,3950,4
AQU,2/17/2019,3,6,123,Hector Rafael Diaz Jr.,490,3
AQU,2/17/2019,4,1A ,121,Manuel Franco,45,1
AQU,2/17/2019,4,3,123,Eric Cancel,380,3
AQU,2/17/2019,4,4,116,Reylu Gutierrez,1990,5
AQU,2/17/2019,4,5,125,Jose Lezcano,1240,4
AQU,2/17/2019,4,6,121,Rajiv Maragh,430,2
AQU,2/17/2019,5,1,122,Luis R. Reyes,1720,8
AQU,2/17/2019,5,2,122,Carlos J. Hernandez,5050,6
AQU,2/17/2019,5,3,122,Manuel Franco,220,7
AQU,2/17/2019,5,4,122,Michael J. Luzzi,760,2
AQU,2/17/2019,5,5,122,Dylan Davis,215,1
AQU,2/17/2019,5,6,117,Reylu Gutierrez,305,3
AQU,2/17/2019,5,8,122,Talbert Howell,7300,4
AQU,2/17/2019,5,9,122,Rajiv Maragh,720,5
AQU,2/17/2019,6,1,120,Michael J. Luzzi,730,6
AQU,2/17/2019,6,2,116,Reylu Gutierrez,1450,7
AQU,2/17/2019,6,3,120,Junior Alvarado,450,1
AQU,2/17/2019,6,4,113,Benjamin Hernandez,430,3
AQU,2/17/2019,6,5,120,Luis R. Reyes,500,4
AQU,2/17/2019,6,6,120,Dylan Davis,220,2
AQU,2/17/2019,6,7,114,Joey R. Martinez,510,5
AQU,2/17/2019,7,1,124,Jose Lezcano,240,1
AQU,2/17/2019,7,2,120,Rajiv Maragh,260,2
AQU,2/17/2019,7,3,120,Edwin Rivera,1990,4
AQU,2/17/2019,7,4,120,Junior Alvarado,215,3
AQU,2/17/2019,7,5,120,Dylan Davis,2250,6
AQU,2/17/2019,7,6,120,Manuel Franco,360,5
AQU,2/17/2019,8,1,122,Manuel Franco,320,3
AQU,2/17/2019,8,10,122,Rajiv Maragh,4100,6
AQU,2/17/2019,8,2,122,Dylan Davis,520,7
AQU,2/17/2019,8,3,122,Pablo Fragoso,2475,10
AQU,2/17/2019,8,4,122,Jose Lezcano,115,1
AQU,2/17/2019,8,5,115,Benjamin Hernandez,1050,4
AQU,2/17/2019,8,6,122,Carlos J. Hernandez,9225,9
AQU,2/17/2019,8,7,122,Luis R. Reyes,2110,8
AQU,2/17/2019,8,8,122,Samuel Camacho Jr.,3050,5
AQU,2/17/2019,8,9,122,Junior Alvarado,980,2
AQU,2/18/2019,1,1,120,Luis R. Reyes,840,4
AQU,2/18/2019,1,2,115,Reylu Gutierrez,460,3
AQU,2/18/2019,1,3,120,Richard A. Bracho,5175,6
AQU,2/18/2019,1,5,120,Jose Lezcano,620,1
AQU,2/18/2019,1,6,120,Oscar Gomez,1550,5
AQU,2/18/2019,1,7,120,Manuel Franco,40,2
AQU,2/18/2019,2,1,122,Manuel Franco,430,2
AQU,2/18/2019,2,3,115,Benjamin Hernandez,4000,6
AQU,2/18/2019,2,4,117,Reylu Gutierrez,235,5
AQU,2/18/2019,2,5,120,Jose Lezcano,190,4
AQU,2/18/2019,2,6,122,Eric Cancel,800,1
AQU,2/18/2019,2,7,120,Junior Alvarado,330,3
AQU,2/18/2019,3,1,114,Benjamin Hernandez,3125,5
AQU,2/18/2019,3,2,121,Carlos J. Hernandez,1520,7
AQU,2/18/2019,3,3,121,Harry Hernandez,450,6
AQU,2/18/2019,3,4,114,Cristina Bonilla,6050,4
AQU,2/18/2019,3,5,111,Heman K. Harkie,3425,8
AQU,2/18/2019,3,6,116,Reylu Gutierrez,140,2
AQU,2/18/2019,3,7,121,Hector Rafael Diaz Jr.,520,1
AQU,2/18/2019,3,8,121,Luis R. Reyes,225,3
AQU,2/18/2019,4,1,122,Manuel Franco,420,3
AQU,2/18/2019,4,2,122,Hector Rafael Diaz Jr.,1350,6
AQU,2/18/2019,4,3,122,Junior Alvarado,135,2
AQU,2/18/2019,4,4,122,Luis R. Reyes,640,5
AQU,2/18/2019,4,5,120,Dylan Davis,2330,7
AQU,2/18/2019,4,7,115,Reylu Gutierrez,1160,4
AQU,2/18/2019,4,8,120,Jose Lezcano,290,1
AQU,2/18/2019,5,1,120,Dylan Davis,670,5
AQU,2/18/2019,5,2,115,Reylu Gutierrez,2090,6
AQU,2/18/2019,5,3,120,Junior Alvarado,220,3
AQU,2/18/2019,5,4,120,Manuel Franco,195,1
AQU,2/18/2019,5,5,120,Jose Lezcano,245,4
AQU,2/18/2019,5,6,120,Eric Cancel,1060,2
AQU,2/18/2019,6,1,123,Hector Rafael Diaz Jr.,600,3
AQU,2/18/2019,6,2,116,Reylu Gutierrez,3450,5
AQU,2/18/2019,6,3,121,Michael J. Luzzi,370,6
AQU,2/18/2019,6,4,121,Luis R. Reyes,630,2
AQU,2/18/2019,6,5,121,Carlos J. Hernandez,3350,4
AQU,2/18/2019,6,6,121,Pablo Fragoso,1180,8
AQU,2/18/2019,6,7,123,Junior Alvarado,275,7
AQU,2/18/2019,6,8,123,Rajiv Maragh,230,1
AQU,2/18/2019,7,1,120,Eric Cancel,440,4
AQU,2/18/2019,7,1A ,118,Dylan Davis,440,2
AQU,2/18/2019,7,2,120,Junior Alvarado,470,7
AQU,2/18/2019,7,3,113,Benjamin Hernandez,2575,8
AQU,2/18/2019,7,4,120,Hector Rafael Diaz Jr.,6125,5
AQU,2/18/2019,7,6,120,Jose Lezcano,340,1
AQU,2/18/2019,7,7,115,Reylu Gutierrez,2120,6
AQU,2/18/2019,7,9,120,Manuel Franco,95,3
AQU,2/18/2019,8,1,118,Michael J. Luzzi,2875,5
AQU,2/18/2019,8,10,118,Eric Cancel,320,2
AQU,2/18/2019,8,4,118,Manuel Franco,990,4
AQU,2/18/2019,8,5,120,Junior Alvarado,145,1
AQU,2/18/2019,8,6,118,Richard A. Bracho,3525,6
