track_id,race_date,race_number,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time
AQU,4/12/2019,2,700,D,FT ,44,MCL,46000,200
AQU,4/12/2019,3,800,T,FM ,74,AOC,80000,230
AQU,4/12/2019,4,600,O,FM ,48,MCL,41000,305
AQU,4/12/2019,5,650,D,FT ,30,MSW,62000,336
AQU,4/12/2019,6,600,O,FM ,45,ALW,66000,409
AQU,4/12/2019,7,800,D,FT ,54,CLM,28000,442
AQU,4/12/2019,8,600,O,FM ,45,ALW,66000,515
AQU,4/12/2019,9,850,T,FM ,72,MCL,41000,550
AQU,4/13/2019,1,800,D,SY ,54,AOC,80000,130
AQU,4/13/2019,2,800,D,SY ,54,CLM,57000,200
AQU,4/13/2019,3,600,O,YL ,45,STK,100000,230
AQU,4/13/2019,4,600,D,MY ,46,MCL,33000,304
AQU,4/13/2019,5,650,D,MY ,38,CLM,48000,337
AQU,4/13/2019,6,600,D,MY ,46,MSW,62000,411
AQU,4/13/2019,7,800,D,MY ,54,CLM,55000,445
AQU,4/13/2019,8,900,D,MY ,85,STK,200000,521
AQU,4/13/2019,9,600,D,MY ,46,MCL,41000,558
AQU,4/14/2019,1,800,D,FT ,54,MSW,62000,130
AQU,4/14/2019,2,600,D,FT ,48,SOC,55000,200
AQU,4/14/2019,3,800,T,GD ,86,STK,100000,230
AQU,4/14/2019,4,600,O,GD ,45,MSW,70000,303
AQU,4/14/2019,5,800,D,FT ,54,AOC,75000,337
AQU,4/14/2019,6,850,O,GD ,18,MCL,41000,409
AQU,4/14/2019,7,800,D,FT ,54,CLM,38000,442
AQU,4/14/2019,8,600,O,GD ,45,STK,100000,515
AQU,4/14/2019,9,850,T,GD ,76,MCL,41000,543
AQU,4/17/2019,1,450,D,FT ,76,MSW,100000,130
AQU,4/17/2019,2,700,D,FT ,44,MCL,33000,200
AQU,4/17/2019,3,850,T,GD ,90,CLM,50000,230
AQU,4/17/2019,4,600,O,GD ,60,MCL,41000,304
AQU,4/17/2019,5,600,D,FT ,48,CLM,48000,336
AQU,4/17/2019,6,700,D,FT ,44,CLM,36000,409
AQU,4/17/2019,7,600,O,GD ,60,AOC,70000,442
AQU,4/17/2019,8,650,D,FT ,38,AOC,75000,515
AQU,4/17/2019,9,600,O,GD ,60,MCL,41000,548
AQU,4/18/2019,1,550,D,FT ,52,MCL,46000,130
AQU,4/18/2019,2,600,D,FT ,47,CLM,28000,200
AQU,4/18/2019,3,850,T,FM ,82,CLM,48000,230
AQU,4/18/2019,4,800,D,FT ,54,CLM,38000,306
AQU,4/18/2019,5,850,T,FM ,82,MCL,41000,338
AQU,4/18/2019,6,600,O,FM ,63,MSW,62000,411
AQU,4/18/2019,7,650,D,FT ,38,AOC,75000,442
AQU,4/18/2019,8,600,D,FT ,47,ALW,66000,515
AQU,4/18/2019,9,600,O,FM ,63,MSW,62000,548
AQU,4/19/2019,1,450,D,FT ,72,MSW,100000,130
AQU,4/19/2019,2,700,D,FT ,44,CLM,28000,200
AQU,4/19/2019,3,850,O,FM ,22,STK,100000,230
AQU,4/19/2019,4,600,D,FT ,48,AOC,70000,303
AQU,4/19/2019,5,850,T,FM ,88,ALW,66000,337
AQU,4/19/2019,6,800,D,FT ,54,CLM,52000,409
AQU,4/19/2019,7,600,O,FM ,58,CLM,62000,442
AQU,4/19/2019,8,600,D,FT ,48,SOC,55000,516
AQU,4/19/2019,9,850,T,FM ,88,MSW,62000,549
AQU,4/20/2019,1,600,D,SY ,48,WCL,52000,130
AQU,4/20/2019,2,800,D,SY ,54,MSW,62000,201
AQU,4/20/2019,3,800,D,SY ,54,CLM,38000,236
AQU,4/20/2019,4,700,D,SY ,44,CLM,38000,306
AQU,4/20/2019,5,900,D,SY ,94,ALW,75000,338
AQU,4/20/2019,6,850,O,YL ,22,STK,100000,410
AQU,4/20/2019,7,800,D,SY ,54,ALW,66000,442
AQU,4/20/2019,8,650,D,SY ,38,STK,200000,515
AQU,4/20/2019,9,650,D,SY ,38,STK,200000,548
AQU,11/1/2019,1,650,D,MY ,36,CLM,28000,1200
AQU,11/1/2019,2,600,D,GD ,40,MCL,41000,1231
AQU,11/1/2019,3,650,D,GD ,36,CLM,38000,100
AQU,11/1/2019,4,800,D,GD ,54,MCL,41000,130
AQU,11/1/2019,5,800,D,GD ,54,AOC,70000,205
AQU,11/1/2019,6,600,D,GD ,40,MSW,62000,234
AQU,11/1/2019,7,800,D,FT ,54,ALW,75000,310
AQU,11/1/2019,8,800,D,FT ,54,ALW,66000,344
AQU,11/1/2019,9,800,D,FT ,54,STK,150000,425
AQU,11/1/2019,10,600,D,FT ,40,MSW,62000,504
AQU,11/2/2019,1,600,D,FT ,40,CLM,48000,1200
AQU,11/2/2019,2,600,O,GD ,45,MSW,62000,1231
AQU,11/2/2019,3,850,T,GD ,88,AOC,70000,100
AQU,11/2/2019,4,650,D,FT ,40,ALW,66000,131
AQU,11/2/2019,5,600,D,FT ,40,CLM,28000,207
AQU,11/2/2019,6,850,T,GD ,88,MSW,62000,243
AQU,11/2/2019,7,600,D,FT ,40,ALW,75000,315
AQU,11/2/2019,8,600,O,GD ,45,CLM,38000,351
AQU,11/2/2019,9,900,D,FT ,76,STK,150000,430
AQU,11/2/2019,10,600,D,FT ,40,MCL,41000,508
AQU,11/3/2019,1,600,D,FT ,40,MSW,70000,1200
AQU,11/3/2019,2,800,T,GD ,76,ALW,66000,1229
AQU,11/3/2019,3,650,D,FT ,38,CLM,48000,1257
AQU,11/3/2019,4,600,D,FT ,40,MSW,70000,125
AQU,11/3/2019,5,800,T,GD ,76,STK,100000,155
AQU,11/3/2019,6,600,O,GD ,64,AOC,70000,223
AQU,11/3/2019,7,800,D,FT ,54,AOC,80000,253
AQU,11/3/2019,8,1200,T,GD ,123,STK,125000,321
AQU,11/3/2019,9,800,D,FT ,54,STK,150000,351
AQU,11/3/2019,10,600,O,GD ,64,MCL,41000,421
AQU,11/7/2019,1,600,D,FT ,38,CLM,28000,1220
AQU,11/7/2019,2,600,D,FT ,38,MCL,30000,1249
AQU,11/7/2019,3,850,T,FM ,72,CLM,44000,118
AQU,11/7/2019,4,800,D,FT ,54,MSW,62000,150
AQU,11/7/2019,5,600,O,FM ,56,STR,55000,220
AQU,11/7/2019,6,1100,T,FM ,27,ALW,90000,250
AQU,11/7/2019,7,600,D,FT ,38,AOC,70000,319
AQU,11/7/2019,8,600,O,FM ,56,ALW,75000,348
AQU,11/7/2019,9,800,T,FM ,28,MCL,46000,421
AQU,11/8/2019,1,650,D,FT ,44,MSW,70000,1220
AQU,11/8/2019,2,600,D,FT ,40,CLM,28000,1249
AQU,11/8/2019,3,650,D,FT ,44,MCL,35000,117
AQU,11/8/2019,4,600,D,FT ,40,AOC,70000,149
AQU,11/8/2019,5,600,O,FM ,72,MSW,70000,220
AQU,11/8/2019,6,650,D,FT ,44,WCL,57000,249
AQU,11/8/2019,7,800,D,FT ,54,AOC,70000,317
AQU,11/8/2019,8,600,O,FM ,72,AOC,80000,348
AQU,11/8/2019,9,850,T,FM ,88,MCL,41000,418
AQU,11/9/2019,1,700,D,FT ,45,AOC,80000,1200
AQU,11/9/2019,2,800,T,FM ,20,MSW,70000,1229
AQU,11/9/2019,3,850,O,FM ,35,CLM,38000,1255
AQU,11/9/2019,4,650,D,FT ,72,CLM,28000,125
AQU,11/9/2019,5,850,T,FM ,90,MSW,70000,155
AQU,11/9/2019,6,850,O,FM ,35,AOC,80000,223
AQU,11/9/2019,7,700,D,FT ,45,STK,100000,252
AQU,11/9/2019,8,800,T,FM ,20,STK,150000,320
AQU,11/9/2019,9,600,O,FM ,56,STK,100000,351
AQU,11/9/2019,10,700,D,FT ,45,MSW,70000,420
AQU,11/10/2019,1,600,O,FM ,58,MSW,70000,1201
AQU,11/10/2019,2,850,T,FM ,88,CLM,38000,1228
AQU,11/10/2019,3,800,D,FT ,54,MSW,70000,1258
AQU,11/10/2019,4,650,D,FT ,56,CLM,46000,125
AQU,11/10/2019,5,600,O,FM ,58,ALW,66000,156
AQU,11/10/2019,6,650,D,FT ,56,MSW,62000,223
AQU,11/10/2019,7,800,D,FT ,54,ALW,75000,253
AQU,11/10/2019,8,700,D,FT ,48,STK,150000,322
AQU,11/10/2019,9,600,O,FM ,58,STK,100000,351
AQU,11/10/2019,10,850,T,FM ,88,MCL,41000,421
AQU,11/11/2019,1,850,T,FM ,88,CLM,57000,1200
AQU,11/11/2019,2,600,D,FT ,38,MCL,52000,1228
AQU,11/11/2019,3,700,D,FT ,45,CLM,32000,1255
AQU,11/11/2019,4,600,D,FT ,38,CLM,46000,124
AQU,11/11/2019,5,650,D,FT ,54,MSW,62000,154
AQU,11/11/2019,6,850,T,FM ,88,CLM,38000,223
AQU,11/11/2019,7,600,O,FM ,56,STR,55000,253
AQU,11/11/2019,8,900,D,FT ,74,MSW,70000,322
AQU,11/11/2019,9,850,T,FM ,88,AOC,70000,350
AQU,11/11/2019,10,600,O,FM ,56,MCL,41000,421
AQU,11/14/2019,1,800,D,FT ,54,MCL,33000,1221
AQU,11/14/2019,2,600,O,FM ,44,CLM,44000,1250
AQU,11/14/2019,3,700,D,FT ,48,MSW,70000,117
AQU,11/14/2019,4,850,T,FM ,96,MSW,62000,150
AQU,11/14/2019,5,800,D,FT ,54,CLM,36000,219
AQU,11/14/2019,6,600,O,FM ,44,AOC,70000,250
AQU,11/14/2019,7,800,D,FT ,54,CLM,42000,318
AQU,11/14/2019,8,800,T,FM ,70,ALW,75000,350
AQU,11/14/2019,9,600,O,FM ,44,MCL,41000,420
AQU,11/15/2019,1,800,D,FT ,54,CLM,28000,1201
AQU,11/15/2019,2,800,T,FM ,72,AOC,80000,1229
AQU,11/15/2019,3,800,D,FT ,54,MSW,70000,1256
AQU,11/15/2019,4,650,D,FT ,54,CLM,28000,129
AQU,11/15/2019,5,650,D,FT ,54,MCL,33000,203
AQU,11/15/2019,6,850,T,FM ,135,MSW,62000,229
AQU,11/15/2019,7,600,O,FM ,45,CLM,48000,256
AQU,11/15/2019,8,650,D,FT ,54,ALW,75000,324
AQU,11/15/2019,9,800,T,FM ,72,CLM,57000,354
AQU,11/15/2019,10,600,O,FM ,45,MCL,41000,424
AQU,11/16/2019,1,800,D,FT ,54,CLM,28000,1200
AQU,11/16/2019,2,850,O,FM ,171,MSW,62000,1230
AQU,11/16/2019,3,850,T,FM ,138,CLM,48000,1256
AQU,11/16/2019,4,600,D,FT ,38,MSW,70000,125
AQU,11/16/2019,5,900,O,FM ,36,ALW,66000,154
AQU,11/16/2019,6,800,T,FM ,65,MSW,70000,223
AQU,11/16/2019,7,650,D,FT ,54,ALW,66000,255
AQU,11/16/2019,8,600,D,FT ,38,STK,100000,324
AQU,11/16/2019,9,800,T,FM ,65,ALW,75000,353
AQU,11/16/2019,10,600,O,FM ,45,CLM,38000,423
AQU,11/17/2019,1,800,T,FM ,72,CLM,44000,1200
AQU,11/17/2019,2,850,O,FM ,75,MCL,41000,1229
AQU,11/17/2019,3,800,D,FT ,54,CLM,36000,102
AQU,11/17/2019,4,1100,T,FM ,48,ALW,90000,130
AQU,11/17/2019,5,600,O,FM ,45,ALW,75000,159
AQU,11/17/2019,6,800,D,FT ,54,ALW,66000,227
AQU,11/17/2019,7,850,T,FM ,138,MSW,70000,256
AQU,11/17/2019,8,600,O,FM ,45,ALW,66000,322
AQU,11/17/2019,9,600,D,FT ,40,STK,100000,351
AQU,11/17/2019,10,600,D,FT ,40,MCL,41000,421
AQU,11/20/2019,1,600,D,GD ,38,MCL,30000,1220
AQU,11/20/2019,2,600,D,GD ,38,CLM,44000,1249
AQU,11/20/2019,3,700,D,GD ,45,AOC,75000,117
AQU,11/20/2019,4,800,D,GD ,54,MSW,62000,150
AQU,11/20/2019,5,800,D,FT ,54,CLM,28000,220
AQU,11/20/2019,6,600,D,FT ,38,MCL,41000,250
AQU,11/20/2019,7,800,D,FT ,54,STR,55000,318
AQU,11/20/2019,8,700,D,FT ,45,AOC,80000,348
AQU,11/20/2019,9,600,D,FT ,38,MCL,33000,417
AQU,11/21/2019,1,600,D,FT ,40,MCL,41000,1252
AQU,11/21/2019,2,800,D,FT ,54,CLM,28000,119
AQU,11/21/2019,3,850,T,GD ,162,STR,55000,150
AQU,11/21/2019,4,600,O,GD ,48,MSW,70000,223
AQU,11/21/2019,5,700,D,FT ,45,CLM,36000,250
AQU,11/21/2019,6,850,O,GD ,41,CLM,46000,319
AQU,11/21/2019,7,850,T,GD ,162,AOC,85000,349
AQU,11/21/2019,8,600,D,FT ,40,MCL,41000,418
AQU,11/22/2019,1,600,O,GD ,58,MCL,41000,1250
AQU,11/22/2019,2,700,D,FT ,45,CLM,48000,117
AQU,11/22/2019,3,600,D,GD ,40,CLM,28000,150
AQU,11/22/2019,4,850,O,GD ,45,MSW,70000,219
AQU,11/22/2019,5,800,D,GD ,54,CLM,57000,248
AQU,11/22/2019,6,900,D,GD ,72,MSW,90000,317
AQU,11/22/2019,7,700,D,GD ,45,STR,55000,348
AQU,11/22/2019,8,650,D,GD ,48,MCL,35000,417
AQU,11/23/2019,1,600,D,FT ,40,CLM,42000,1200
AQU,11/23/2019,2,600,O,GD ,58,MSW,62000,1228
AQU,11/23/2019,3,850,T,GD ,162,ALW,66000,1255
AQU,11/23/2019,4,650,D,FT ,54,CLM,28000,123
AQU,11/23/2019,5,600,O,GD ,58,CLM,48000,152
AQU,11/23/2019,6,850,T,GD ,162,MSW,70000,223
AQU,11/23/2019,7,700,D,FT ,45,ALW,75000,253
AQU,11/23/2019,8,600,O,GD ,58,AOC,80000,322
AQU,11/23/2019,9,1100,T,GD ,72,STK,200000,353
AQU,11/23/2019,10,600,D,FT ,40,MCL,41000,417
AQU,11/24/2019,1,600,D,SY ,40,STR,55000,1220
AQU,11/24/2019,2,800,D,SY ,54,MCL,41000,1250
AQU,11/24/2019,3,800,D,SY ,54,AOC,85000,117
AQU,11/24/2019,4,700,D,SY ,45,CLM,40000,150
AQU,11/24/2019,5,600,D,SY ,40,CLM,36000,219
AQU,11/24/2019,6,600,D,SY ,40,MSW,62000,250
AQU,11/24/2019,7,800,D,SY ,54,AOC,70000,319
AQU,11/24/2019,8,700,D,SY ,45,STK,150000,348
AQU,11/24/2019,9,600,D,SY ,40,MSW,62000,418
AQU,11/27/2019,1,800,D,FT ,54,MCL,41000,1220
AQU,11/27/2019,2,800,D,FT ,54,CLM,28000,1250
AQU,11/27/2019,3,800,D,FT ,54,AOC,70000,117
AQU,11/27/2019,4,600,D,FT ,44,MCL,41000,150
AQU,11/27/2019,5,600,D,FT ,44,CLM,52000,220
AQU,11/27/2019,6,850,T,YL ,198,MSW,62000,250
AQU,11/27/2019,7,600,O,YL ,52,AOC,75000,317
AQU,11/27/2019,8,800,D,FT ,54,ALW,75000,347
AQU,11/27/2019,9,600,D,FT ,44,MCL,41000,418
AQU,11/29/2019,1,650,D,FT ,52,MSW,62000,1150
AQU,11/29/2019,2,800,T,GD ,117,CLM,44000,1220
AQU,11/29/2019,3,600,O,GD ,52,MSW,62000,1248
AQU,11/29/2019,4,600,D,FT ,45,MSW,70000,120
AQU,11/29/2019,5,850,T,GD ,192,STK,150000,150
AQU,11/29/2019,6,600,O,GD ,52,ALW,75000,220
AQU,11/29/2019,7,650,D,FT ,52,ALW,66000,248
AQU,11/29/2019,8,900,D,FT ,72,STK,200000,320
AQU,11/29/2019,9,850,O,GD ,20,STK,150000,346
AQU,11/29/2019,10,850,T,GD ,192,MCL,41000,416
AQU,11/30/2019,1,600,O,GD ,52,MSW,70000,1151
AQU,11/30/2019,2,600,D,FT ,45,CLM,52000,1226
AQU,11/30/2019,3,850,T,GD ,98,MSW,70000,1255
AQU,11/30/2019,4,600,O,GD ,52,AOC,70000,125
AQU,11/30/2019,5,650,D,FT ,54,MSW,70000,154
AQU,11/30/2019,6,850,T,GD ,98,STR,55000,221
AQU,11/30/2019,7,600,O,GD ,52,STK,125000,249
AQU,11/30/2019,8,900,D,FT ,72,STK,200000,319
AQU,11/30/2019,9,1100,T,GD ,62,STK,400000,346
AQU,11/30/2019,10,600,D,FT ,45,CLM,28000,414
AQU,12/1/2019,1,650,D,FT ,54,MCL,30000,1221
AQU,12/1/2019,2,800,D,FT ,54,CLM,38000,1250
AQU,12/1/2019,3,600,D,GD ,40,CLM,44000,116
AQU,12/1/2019,4,800,D,GD ,54,MSW,62000,147
AQU,12/5/2019,1,600,D,GD ,36,MCL,41000,1221
AQU,12/5/2019,2,800,D,GD ,54,ALW,75000,1249
AQU,12/5/2019,3,800,D,GD ,54,STK,100000,116
AQU,12/5/2019,4,800,D,GD ,54,MSW,70000,148
AQU,12/5/2019,5,600,D,GD ,36,CLM,46000,216
AQU,12/5/2019,6,600,D,GD ,36,MSW,62000,245
AQU,12/5/2019,7,800,D,GD ,54,STR,55000,315
AQU,12/5/2019,8,800,D,GD ,54,ALW,66000,345
AQU,12/5/2019,9,600,D,GD ,36,MSW,62000,414
AQU,12/6/2019,1,600,D,FT ,48,MSW,70000,1151
AQU,12/6/2019,2,800,D,FT ,54,ALW,75000,1220
AQU,12/6/2019,3,600,D,FT ,48,MSW,62000,1250
AQU,12/6/2019,4,650,D,FT ,52,CLM,28000,117
AQU,12/6/2019,5,600,D,FT ,48,MCL,35000,151
AQU,12/6/2019,6,800,D,FT ,54,CLM,32000,219
AQU,12/6/2019,7,600,D,FT ,48,ALW,66000,247
AQU,12/6/2019,8,600,D,FT ,48,AOC,70000,317
AQU,12/6/2019,9,850,T,YL ,96,STK,100000,346
AQU,12/6/2019,10,600,D,FT ,48,MCL,33000,417
AQU,12/7/2019,1,800,D,FT ,54,MSW,70000,1130
AQU,12/7/2019,2,850,T,YL ,96,STK,150000,1201
AQU,12/7/2019,3,700,D,FT ,48,CLM,40000,1230
AQU,12/7/2019,4,600,O,YL ,56,STK,125000,103
AQU,12/7/2019,5,800,D,FT ,54,MSW,70000,140
AQU,12/7/2019,6,800,D,FT ,54,STK,250000,211
AQU,12/7/2019,7,600,D,FT ,40,MSW,70000,246
AQU,12/7/2019,8,900,D,FT ,72,STK,250000,315
AQU,12/7/2019,9,900,D,FT ,70,STK,250000,345
AQU,12/7/2019,10,800,D,FT ,54,STK,750000,418
AQU,12/8/2019,1,650,D,FT ,52,MSW,70000,1152
AQU,12/8/2019,2,600,D,FT ,63,CLM,32000,1220
AQU,12/8/2019,3,850,T,GD ,96,MSW,70000,1250
AQU,12/8/2019,4,600,D,FT ,63,STK,100000,118
AQU,12/8/2019,5,600,D,FT ,40,MSW,62000,149
AQU,12/8/2019,6,600,O,GD ,56,AOC,80000,218
AQU,12/8/2019,7,600,D,FT ,40,ALW,75000,249
AQU,12/8/2019,8,900,D,FT ,72,AOC,70000,318
AQU,12/8/2019,9,600,D,FT ,40,STK,200000,347
AQU,12/8/2019,10,650,D,FT ,52,MCL,41000,414
AQU,12/12/2019,1,600,D,GD ,45,MCL,46000,1231
AQU,12/12/2019,2,800,D,GD ,54,CLM,28000,1259
AQU,12/12/2019,3,650,D,GD ,52,MSW,68000,130
AQU,12/12/2019,4,600,D,GD ,45,STR,55000,158
AQU,12/12/2019,5,800,D,GD ,54,MSW,68000,231
AQU,12/12/2019,6,700,D,GD ,48,ALW,64000,302
AQU,12/12/2019,7,800,D,GD ,54,AOC,75000,333
AQU,12/12/2019,8,800,D,GD ,54,MCL,33000,400
AQU,12/13/2019,1,800,D,GD ,54,MSW,60000,1231
AQU,12/13/2019,2,800,D,GD ,54,CLM,22000,1259
AQU,12/13/2019,3,800,D,GD ,54,CLM,36000,128
AQU,12/13/2019,4,600,D,GD ,45,CLM,28000,200
AQU,12/13/2019,5,700,D,GD ,48,MCL,33000,231
AQU,12/13/2019,6,600,D,GD ,45,CLM,42000,259
AQU,12/13/2019,7,650,D,GD ,52,AOC,67000,329
AQU,12/13/2019,8,650,D,MY ,52,MCL,46000,400
AQU,12/14/2019,1,600,D,SY ,48,MCL,30000,1231
AQU,12/14/2019,2,600,D,SY ,48,AOC,70000,100
AQU,12/14/2019,3,600,D,SY ,48,CLM,22000,128
AQU,12/14/2019,4,800,D,SY ,54,ALW,64000,155
AQU,12/14/2019,5,700,D,SY ,48,CLM,28000,223
AQU,12/14/2019,6,800,D,SY ,54,STR,55000,251
AQU,12/14/2019,7,600,D,SY ,48,ALW,70000,319
AQU,12/14/2019,8,700,D,SY ,48,STK,500000,347
AQU,12/14/2019,9,650,D,SY ,52,MCL,41000,416
AQU,12/15/2019,1,800,D,MY ,54,MSW,68000,1230
AQU,12/15/2019,2,800,D,MY ,54,CLM,31000,1259
AQU,12/15/2019,3,600,D,MY ,60,MCL,35000,127
AQU,12/15/2019,4,800,D,MY ,54,CLM,42000,156
AQU,12/15/2019,5,900,D,MY ,76,STR,55000,224
AQU,12/15/2019,6,800,D,MY ,54,CLM,40000,252
AQU,12/15/2019,7,650,D,MY ,52,AOC,67000,319
AQU,12/15/2019,8,700,D,MY ,50,STK,500000,346
AQU,12/15/2019,9,650,D,MY ,52,MCL,33000,414
AQU,12/20/2019,1,800,D,FT ,54,MCL,33000,1231
AQU,12/20/2019,2,800,D,FT ,54,CLM,28000,1259
AQU,12/20/2019,3,800,D,FT ,54,MCL,35000,128
AQU,12/20/2019,4,650,D,FT ,54,CLM,36000,159
AQU,12/20/2019,5,800,D,FT ,54,CLM,46000,229
AQU,12/20/2019,6,800,D,FT ,54,CLM,40000,259
AQU,12/20/2019,7,600,D,FT ,58,ALW,82000,328
AQU,12/20/2019,8,800,D,FT ,54,MSW,60000,359
AQU,12/21/2019,1,650,D,FT ,54,MSW,60000,1232
AQU,12/21/2019,2,800,D,FT ,54,CLM,50000,1259
AQU,12/21/2019,3,650,D,FT ,54,MCL,41000,127
AQU,12/21/2019,4,800,D,FT ,54,AOC,67000,155
AQU,12/21/2019,5,600,D,FT ,48,ALW,64000,234
AQU,12/21/2019,6,650,D,FT ,54,CLM,28000,303
AQU,12/21/2019,7,600,D,FT ,48,ALW,64000,327
AQU,12/21/2019,8,900,D,FT ,92,STK,125000,355
AQU,12/21/2019,9,600,D,FT ,48,MCL,41000,421
AQU,12/22/2019,1,800,D,FT ,54,MSW,60000,1201
AQU,12/22/2019,2,800,D,FT ,54,AOC,75000,1230
AQU,12/22/2019,3,600,D,FT ,52,MSW,68000,1258
AQU,12/22/2019,4,600,D,FT ,52,CLM,31000,130
AQU,12/22/2019,5,650,D,FT ,54,MCL,35000,156
AQU,12/22/2019,6,800,D,FT ,54,AOC,67000,223
AQU,12/22/2019,7,650,D,FT ,54,CLM,55000,251
AQU,12/22/2019,8,800,D,FT ,54,ALW,70000,319
AQU,12/22/2019,9,600,D,FT ,52,STK,100000,347
AQU,12/22/2019,10,650,D,FT ,54,CLM,36000,416
AQU,12/28/2019,1,600,D,FT ,40,MSW,60000,1230
AQU,12/28/2019,2,650,D,FT ,52,CLM,36000,1259
AQU,12/28/2019,3,700,D,FT ,50,MSW,68000,127
AQU,12/28/2019,4,900,D,FT ,82,STK,100000,157
AQU,12/28/2019,5,650,D,FT ,52,CLM,46000,223
AQU,12/28/2019,6,650,D,FT ,52,MSW,60000,252
AQU,12/28/2019,7,600,D,FT ,40,AOC,75000,319
AQU,12/28/2019,8,600,D,FT ,40,ALW,64000,348
AQU,12/28/2019,9,600,D,FT ,40,MCL,33000,415
AQU,12/29/2019,1,800,D,FT ,54,CLM,36000,1231
AQU,12/29/2019,2,600,D,FT ,52,AOC,64000,1258
AQU,12/29/2019,3,800,D,FT ,54,MSW,60000,127
AQU,12/29/2019,4,700,D,FT ,48,CLM,37000,157
AQU,12/29/2019,5,800,D,FT ,54,MSW,60000,229
AQU,12/29/2019,6,800,D,FT ,54,ALW,64000,258
AQU,12/29/2019,7,700,D,FT ,48,ALW,70000,322
AQU,12/29/2019,8,900,D,FT ,82,STK,100000,350
AQU,12/29/2019,9,800,D,FT ,54,MCL,35000,419
AQU,12/30/2019,1,700,D,SY ,48,MCL,41000,1230
AQU,12/30/2019,2,800,D,SY ,54,CLM,46000,100
AQU,12/30/2019,3,800,D,SY ,54,MSW,68000,129
AQU,12/30/2019,4,800,D,SY ,54,CLM,22000,200
AQU,12/30/2019,5,650,D,SY ,52,CLM,46000,230
AQU,12/30/2019,6,650,D,SY ,52,AOC,75000,259
AQU,12/30/2019,7,600,D,SY ,45,ALW,82000,328
AQU,12/30/2019,8,700,D,SY ,48,MCL,41000,359
AQU,12/31/2019,1,800,D,SY ,54,MCL,46000,1231
AQU,12/31/2019,2,650,D,SY ,50,CLM,31000,1258
AQU,12/31/2019,3,900,D,SY ,82,MSW,68000,132
AQU,12/31/2019,4,650,D,SY ,50,CLM,46000,203
AQU,12/31/2019,5,800,D,SY ,54,CLM,36000,235
AQU,12/31/2019,6,700,D,SY ,48,ALW,64000,304
AQU,12/31/2019,7,900,D,SY ,82,ALW,70000,334
AQU,12/31/2019,8,600,D,SY ,45,MCL,33000,405
BEL,4/26/2019,1,600,D,MY ,63,CLM,28000,130
BEL,4/26/2019,2,600,D,SY ,63,CLM,60000,223
BEL,4/26/2019,3,800,D,SY ,45,ALW,82000,253
BEL,4/26/2019,4,850,D,SY ,56,MCL,41000,328
BEL,4/26/2019,5,700,D,SY ,45,SOC,55000,405
BEL,4/26/2019,6,900,D,SY ,20,MSW,90000,437
BEL,4/26/2019,7,650,D,SY ,48,ALW,82000,509
BEL,4/26/2019,8,600,D,SY ,63,STK,100000,541
BEL,4/26/2019,9,700,D,SY ,45,ALW,66000,613
BEL,4/27/2019,1,600,D,GD ,64,CLM,50000,131
BEL,4/27/2019,2,850,D,FT ,45,MCL,41000,202
BEL,4/27/2019,3,700,D,FT ,48,AOC,85000,234
BEL,4/27/2019,4,600,D,FT ,54,MSW,62000,309
BEL,4/27/2019,5,600,D,FT ,54,CLM,42000,340
BEL,4/27/2019,6,800,D,FT ,46,ALW,82000,412
BEL,4/27/2019,7,850,D,FT ,45,CLM,32000,445
BEL,4/27/2019,8,850,I,YL ,56,MSW,80000,518
BEL,4/27/2019,9,700,T,YL ,126,STK,125000,551
BEL,4/27/2019,10,600,D,FT ,54,CLM,28000,624
BEL,4/28/2019,1,800,D,FT ,50,MCL,33000,130
BEL,4/28/2019,2,850,D,FT ,45,CLM,50000,202
BEL,4/28/2019,3,600,D,FT ,52,MCL,41000,236
BEL,4/28/2019,4,1000,I,YL ,93,ALW,90000,308
BEL,4/28/2019,5,600,D,FT ,52,CLM,28000,340
BEL,4/28/2019,6,800,T,YL ,112,AOC,70000,412
BEL,4/28/2019,7,700,D,FT ,41,MSW,80000,446
BEL,4/28/2019,8,600,D,FT ,52,ALW,66000,518
BEL,4/28/2019,9,600,I,YL ,135,STK,125000,551
BEL,4/28/2019,10,800,D,FT ,50,MSW,62000,624
BEL,5/2/2019,1,500,D,FT ,108,MSW,100000,132
BEL,5/2/2019,2,850,I,GD ,76,STR,55000,204
BEL,5/2/2019,3,500,T,GD ,81,MSW,80000,237
BEL,5/2/2019,4,800,D,FT ,52,AOC,85000,308
BEL,5/2/2019,5,800,T,GD ,112,CLM,60000,340
BEL,5/2/2019,6,600,I,GD ,98,MCL,41000,412
BEL,5/2/2019,7,650,D,FT ,63,CLM,50000,445
BEL,5/2/2019,8,700,D,FT ,46,AOC,87000,518
BEL,5/2/2019,9,700,T,GD ,65,MSW,62000,551
BEL,5/3/2019,1,850,D,FT ,45,MSW,80000,130
BEL,5/3/2019,2,800,T,GD ,112,CLM,39000,204
BEL,5/3/2019,3,850,D,FT ,45,MCL,41000,237
BEL,5/3/2019,4,600,I,YL ,96,MCL,41000,309
BEL,5/4/2019,1,600,D,SY ,48,CLM,28000,1200
BEL,5/4/2019,2,600,D,SY ,48,MCL,41000,1231
BEL,5/4/2019,3,600,D,SY ,48,CLM,36000,108
